[ROOT-INFO]: 2019-07-15 19:14:06,020: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * polarityOnly
[ROOT-INFO]: 2019-07-15 19:14:06,022: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:14:32,620: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:14:32,624: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,146: (her,PRP) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,146: [('refugee', 0.8128637872321021), ('baby', 0), ('?', 0), ('head', 0), ('gash', 0.0), ('.', 0), ('blood', 0.0), ('dripping', 0.8128637872321021), ('.', 0), ('dirty', 0.0), ('hands', 0), ('taking', 0), ('care', 0), ('of', 0), ('her', -0.0012878296976499345), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (save,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: Synonyms of save: ['write']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (from,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (fire,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (war,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (Will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (Will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (recover,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (recover,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (recover,VB) Categories: ['present_tense', 'greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (safe,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: (again,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,179: [('Saved', 0.0), ('from', 0), ('a', 0.2884445761396642), ('fire', 0), ('or', 0), ('war', 0), ('.', 0), ('Will', -0.3534977098654606), ('recover', 0.13070148115142236), ('and', 0), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('safe', 0), ('again', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,195: (scared,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,195: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,210: (worried,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,211: (worried,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,211: (worried,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,211: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,211: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (hope,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (hope,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (do,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (get,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (get,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (get,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (shoot,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (hope,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (hope,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (guy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (in,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (red,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (red,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (get,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,212: (catch,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,227: [('scared', 0), ('and', 0), ('worried', 0.18729079934469114), ('.', 0), ('I', 0.04225300877561784), ('hope', 0.26926471406688113), ('he', 0.051641248360820784), ('does', 0), ("n't", 0), ('get', 0.22926809712587276), ('shot', 0), ('.', 0), ('I', 0.04225300877561784), ('hope', 0.26926471406688113), ('the', 0.26040094726988117), ('guy', 0), ('in', 0), ('the', 0.26040094726988117), ('red', 0.0), ('gets', 0), ('caught', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,243: (scare,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,244: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,244: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,244: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,244: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,244: (man,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,244: (man,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,245: (with,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,245: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,245: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,245: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,245: (gun,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,245: (gun,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,245: (point,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,249: Synonyms of point: ['direct', 'target', 'place', 'aim']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,249: (at,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (head,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (want,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (want,VBG) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (want,VBG) Categories: ['discrep']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (to,TO)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,250: (interrupt,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (interrupt,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (interrupt,VB) Categories: ['present_tense', 'greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (scene,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (scene,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (ensure,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,251: (ensure,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,252: (ensure,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,252: (no,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,252: (one,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,252: (get,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,252: (hurt,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,252: (hurt,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,252: [('Scared', 0), ('for', 0), ('the', 0.26040094726988117), ('man', 0.18253968253968253), ('with', 0), ('the', 0.26040094726988117), ('gun', 0.0), ('pointed', 0.0), ('at', 0), ('his', -0.0005731074346123639), ('head', 0), ('.', 0), ('Wanting', 0.0633125375087295), ('to', 0), ('interrupt', 0.03981981911516013), ('the', 0.26040094726988117), ('scene', 0.11344797178130508), ('and', 0), ('ensure', 0.0019728213899459744), ('no', 0), ('one', 0), ('gets', 0), ('hurt', 0.0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,266: (scary,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (make,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (me,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (me,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (me,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (feel,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (feel,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (feel,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (unsafe,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: Synonyms of unsafe: ['insecure']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (probably,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (probably,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (probably,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (normal,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (guy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (if,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (give,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (give,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (give,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (him,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (him,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (him,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (chance,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: Synonyms of chance: ['probability']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (more,RBR)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (curious,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (curious,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: (curious,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,267: [('Scary', 0), (',', 0), ('makes', 0), ('me', 0.04885061601171729), ('feel', 0.23842733250605813), ('unsafe', 0.0), (',', 0), ('but', 0), ('probably', 0.29149996722012905), ('normal', 0), ('guy', 0), ('if', 0), ('I', 0.04225300877561784), ('give', 0.27167054884276676), ('him', 0.04969760176957071), ('the', 0.26040094726988117), ('chance', 0.0), (',', 0), ('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('more', 0), ('curious', 0.3501142333891854), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (serious,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (serious,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (serious,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (girl,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (girl,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (blue,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (eye,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (match,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (match,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (match,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (background,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (background,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (background,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (chap,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: Synonyms of chap: ['fissure', 'cranny', 'crack', 'crevice']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (lip,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (lip,NNS) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (wavy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (hair,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (serious,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (serious,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (serious,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (may,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (may,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (may,MD) Categories: ['discrep']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (lack,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (lack,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (lack,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (attention,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (attention,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (attention,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (at,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (home,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: (home,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,284: [('serious', 0.34935840698028686), ('girl', 0.0), ('.', 0), ('blue', 0), ('eyes', 0), ('match', 0.14542294821872803), ('background', 0.12462322494995522), ('.', 0), ('chap', 0.0), ('lips', 0.0), ('.', 0), ('wavy', 0), ('hair', 0), ('.', 0), ('serious', 0.34935840698028686), ('.', 0), ('might', 0.2948532544968103), ('lack', 0.14542294821872803), ('attention', 0.22908395597926687), ('at', 0), ('home', 0.0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (serious,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (serious,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (serious,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (perplexed,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (perplexed,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (perplexed,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (slightly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (slightly,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (slightly,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (confused,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (confused,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (confused,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: [('Serious', 0.34935840698028686), ('.', 0), ('Perplexed', 0.0), ('.', 0), ('Slightly', 0.19583876278659523), ('confused', 0.2976080586670371), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,300: (get,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (to,TO)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (see,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (see,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (see,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,315: (doctor,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: Synonyms of doctor: ['doctor']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (cry,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (cry,VBG) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (because,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (because,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (because,IN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (something,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (something,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (something,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (good,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (just,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (happen,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (happen,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (happen,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (to,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (him,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (him,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (him,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: [('She', 0.06309890944723907), ('gets', 0), ('to', 0), ('see', 0.22771639212753433), ('a', 0.2884445761396642), ('doctor', 0.0), ('or', 0), ('is', 0), ('crying', 0.0), ('because', 0.3302977847234185), ('something', 0.2622858158034072), ('good', 0), ('just', 0), ('happened', 0.18711982500713772), ('to', 0), ('him', 0.04969760176957071), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (have,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (have,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (have,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (some,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (sort,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (sort,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (of,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (operation,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (operation,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,316: (operation,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,332: (do,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,333: (pale,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,333: (skin,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,333: (hairy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,333: Synonyms of hairy: ['haired', 'hirsute']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,334: (wound,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,334: Synonyms of wound: ['wounding']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,334: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,334: (heal,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,334: Synonyms of heal: ['cure']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,334: [('she', 0.06309890944723907), ('had', 0.1564840782518585), ('some', 0), ('sort', 0.0), ('of', 0), ('operation', 0.8234704523148807), ('done', 0), ('.', 0), ('pale', 0), ('skin', 0), ('.', 0), ('hairy', 0.0), ('.', 0), ('wound', 0.0), ('is', 0), ('healing', 0.0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (have,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (really,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (pretty,JJ)
