,addcode,Group,Bin,Subj_ID,daycode,Cue1,Cue2,Group_ID,ReappSuccess,Condition,score,response
798,XBT1020,X,BT,1020,2,CHANGE,LOOK,OBJ,,LookNeg,2.3333333333333335,"A man is gesturing towards a woman who is holding her head and looking down in frustration? The man is wearing blue, and the woman is. A man's head is covered with blood. This is so nasty because the nose is completely split open and blood is covereing eve. A woman seems to have overdosed on medication, as a man is looking down at her gasping. This is quite sensitive and also jarring because I feel like this is a . A woman is screaming at a man, who is looking directly at the camera lens in despair. I also imagine that they could be in a romantic relationship, but that maybe h. A woman seems bored and is placing her hands on her face, while another guy next to her is lounging on the couch also looking bored. Maybe it's a date gone wrong?. A man is holding a young child who has had his arm broken (or has had some type of injury) that requires tape all over his . A man is looking away while a woman is screaming and throwing her hands up in the air. It seems like they're dating and may be arguing? It. A woman is crying putting her hands on her head, while another woman seems to be comforting her. The woman who is comforting her is wearing a black . A man is being rushed to the ER or an ambulance by three people. This is terrifying to me, though there doesn'. A woman has her hand on the chest of a man who has wound marks and bruises all over his face. I think that he possibly just came out of a battle or got into some type. "
799,XBT1020,X,BT,1020,3,CHANGE,LOOK,OBJ,,LookNeg,2.5,"A police officer is grabbing a man, who is screaming while down on the ground of the police car. You can see two women outside looking t. A little girl dressed in pink is distraught, she is crying or screaming as she watches a man who is collapsed on the ground. Another man is pointing aggressively at the man on the grou. A man who has ducttape over his mouth is screaming and leaning forward towards another man in a suit, seemingly angry. The man with duct tape looks crazy, . There are a group of men that look dead and their hands are chained up. All of their heads are pointed down and they're all dirty. I rwonder if they died? If someone kidnapped them mayb. A gun seems to be pointing down on a group of men and women who are sitting in a big hole huddling. They all seem to be very cold and in a desperate mood. They also a. It looks like one person is torching another person who is crouched down engulfed in flames. They are in the wilderness, but I'm not sure exactly. In this picture, a group of firefighters are helpnig to overturn a car that has been damaged and completely flipped over. I think the driver must have swerved off of the road and hit somethi. Firefighters and some pedestrians are helping a man who is lying down. The car also happens to be overturned as other firefighters stand around and watch. The car is. A firefighter is carrying down a naked woman who is practically dying, while two other firefighters sit to the side covered by smoke. Firefighters seriously have some of. There are three people (I assume a family) who are wading through a huge pool. It looks like they are trying to escape a hurricane. The woman is guiding the man who h. "
800,XAQ1021,X,AQ,1021,2,LOOK,CHANGE,OBJ,,LookNeg,4.5,"A small baby that does not look well. . a mutilated body of a dead woman. quite disturbing. . Burned dead bodies, possibly from an explosion. Covered in blood. Distrubing
. A disgusting dead body. A dead body that has been cut into many times. . A mutilated hand covered in blood above a basin of blood/water. not a fan, quite unsettling . A woman is naked from the waste down with an incision from a caesarean section  . A sick man that appears in distress is in a hospital and has both hands holding a bar above his head. . I dont even know what that is, but i dont like it. . injured child 
. "
801,ZCT3020,Z,CT,3020,3,LOOK,LOOK,LOOK,,LookNeg,2.3,"a very upset child wails as he is held by an adult, looking out at something that's making him sad, mouth wide . pale head of an infant buried in the dirt with a hand reaching out. very upsetting. a young man points a hand gun directly at the camera with a stone cold look in his eyes, like he's acting with a lot of purp. a middle aged man points a handgun at his own head, seriously considering to take his own life, finger on the trigger. white polo shirt. A man approaches a driver and points a gun through the car window, yelling aggressively in his face. Driver seems. a group of young men accost someone in his car poin. A man in regular clothes is running while two camouflaged men in the bushes . a man poses on his twin bed with several firearms in front of him. seems like he might have bad intentions,. A police officer inspects a scene where someone has been murdered in a doorway. He has a bloody wound in the side of his ches. two officers detain a man as what are possibly a wife and daughter look on ang. "
802,YBT2020,Y,BT,2020,3,CHANGE,LOOK,FAR,,LookNeg,2.25,The man is yelling desperately. The girl is screaming towards the adults. the criminal got fierced during his trial in the court. The drug deals are caught in their basement. The people were clustered in the gutter and could be killed . the man is being burnt alive. There's a crowd around the crashed car. the man is escavating some. The firefighter just found a body in the building. The family is stuck in the middle of the flood. 
803,ZCS3019,Z,CS,3019,3,LOOK,LOOK,LOOK,,LookNeg,2.2,"Organs of some sort it’s kind of gross. . The couple is fighting about something, the woman looks like she’s being pushy. Looks like a very staged photo so it is hard to take it seriously.. The kid looks very scared of the mom or of something going on around him. I feel bad for the kid and like he should talk to someone or get to a safer place.. The poor little girl has to watch her parents fighting so that’s fpretty rtough. I feel bad for her I hope they stop so she can have a more healthy upbringing and close bond. The one dude is threatening the other guy. I don’t think he’ll actually do anything though so I don’t think it’s a huge problem. Feel bad for the dude being threatened though. Something really bad happened to her, it’s pretty unfortunate. Uncomfortable to look at. She’s also probably dead so it’s rough to look at. . The girl is upset but it’s hard to tell why or what she’s doing in the photo. I don’t reallly feel anything to this because I don’t know what she’s doing or what the . The mom and daughter are fighting, but the daughter looks pretty bratty so i don’t feel bad for her. Frustrated by the annoying daughter.. This picture is just funny because of how ridiculously staged it is. I guess if it was serious I’d feel bad for the guy she;’s yelling at but as is it’s just pre. A couple is in an argument but it looks kinda dumb because they;re not too upset, just frustrated. Would just ignore them.. "
804,XBT1020,X,BT,1020,4,CHANGE,LOOK,OBJ,,LookNeg,3.0,"A bloodied hand is detached and it has become darkened from not being alive anymore. The nails are ylelowed and disgusting, I. A man has blood all over his shirt and on his face. He seems to be yelling at someone or walking towards something angrily in the nighttime. His shirt has white stripe. A hand with a dagger is motioning downwards. We cannot see the person's body or face, so we don't know if he is attacking someone or defending himself or stabbing something besides a human. We don. A woman has smeared mascara and is looking distraughtly at the camera. She is also holding a cigarette, and her hair is tousled messily. I think this shows the downfall of a. A man is grabbing a woman and forcing her into a blue van, but she is fighting back and pushing against his arm. The man is wearing a blue/white striped shirt, and she is wearing a gray ti. A man is grabbing the neck of a younger woman who is twisting away. I assume they're dating, but she looks distressed while he seems aggressive. They are in a parking lot.. A man is holding up a dagger to a woman's throat, while covering her mouth with his other hand. She is wearing a denim light jacket. Her. A man has striked a woman whose head has turned to the right due to the force of being slapped. The woman's mouth is open from pain, while we cannot see the. A man wearing a ski mask or some type of theft disguise mask is looking downwards. Everything in the picture is primarily gray or black, so there isn't much detail on who the person is or w. This picture shows an Asian woman using a knife to cut into a tiger, with all of the blood pouring into a bucket while everyone else is watching. I feel like it could be a sacrifice th. "
805,XAQ1021,X,AQ,1021,3,LOOK,CHANGE,OBJ,,LookNeg,4.777777777777778,"A dead person covered in blood. Primarily from the nose and head areas. Has short hair and closed eyes. on a light blue/w. i dont even want to know what this is . A man with an exploded face and a hole in the wall. A dead person that had some severe illness, very disturbing . A man with a burned face., . A dead body that is covered in blood, disturbing. . A badly deformed face. A woman who looks quite injured and is holding a cigarette. Has a red sweater and a wedding ring. . A disturbing image of a child with half of his face gone

. A child at a dentist getting either a filling or cleaning. . "
806,ZCR3018,Z,CR,3018,3,LOOK,LOOK,LOOK,,LookNeg,5.9,"This is a photo of someone's extremely bloodied and cut up face. It's not as disfigured as some of the past ones have been, so it's easier to look at but still makes me feel. This is a photo of an extremely disfigured and injured face. It's unclear what happened to them but it was really bad. It's very hard to look at and extremely distressing. . This is a photo of an extremely bloodied face on a pillow it's really hard to look at and it is extremely distressing. This person is laying against a pillow and covered in blood or burns or something. I don't really want to look at it closely to tell. This is extremely distressing to look at. . This is a photo of a man's face that was extremely badly burned or hurt in some other way. Again, it's really hard to look at because you can imagine his pain. Very very distressi. This is an extremely bloodied and hurt young person or child. This really sucks to look at. It's not desensitized from all the other photos. . This is a photo of a disfigured or injured face. It is pretty disturbing to look at because this person must have suffered a lot. It's very violent and makes me un. This is a photo of a woman who is extremely bloody and injured, especially around her eye. It's hard to look at but at least she's s. This is a photo of a child with part of his jaw missing. It's really disturbing and violent to look at and makes my stomach churn a little bit. . This is a photo of a child recieving some kind of dental exam. He looks uncomfortable, but not really in pain or danger or anything. This photo brings back. "
807,ZCT3020,Z,CT,3020,4,LOOK,LOOK,LOOK,,LookNeg,5.666666666666667,"newborn in ca hospital hooked up to all kinds of machinery, e. disgusting body with all kinds of . pile of entangled bloody burned bodies at the site of some kind of horrible act . extremely blackened burned corpse being examined in some kind of m. brutally maimed man with all kinds of gashes and bruises, ve. bloody brutalized hand  held over a bucket . some kind of scar across an exposed . disheveled man in a hospital bed looking very upset. disgusting deformed breast w. young child with dirt on face on verge of tears with mouth agape as she looks out at somethi. "
808,YBT2020,Y,BT,2020,4,CHANGE,LOOK,FAR,,LookNeg,1.25,the hand falls apart from the body . the man has blood all over his shirt . the man is waving his knife. The woman is smoking with a concerned look. the man is suffocating the woman. the man is suffocating the woman when fighting with her. the murder is killing the girl with a knife. the man slams the women on her fce. the alien is looking at the camera. the man is killing a tiger. 
809,ZCS3019,Z,CS,3019,4,LOOK,LOOK,LOOK,,LookNeg,3.9,"Nasty . cut on tthis boy's face. He looks like he's ina hospital though and it doesn't look fatal so hopefully he's ok . overall. Sad to see though. I really don't want to look at this picrture,  it's better when it's an adult but not a child.  And seeing the eyes I can't imagine the suffering and I don't want to.. A couple in an argument.  It looks like something petty that they'll get over pretty soon. The room looks pretty nice too so they can't. Why am I being shown this I do not want to see this. Again, dead bodies are really bad to look at and trigger memories, please stop showing me this. Very disgustin. The woman is upset and the man doesn't seem to take her complaints seriously or doesn't agree with what she's saying. Nice house and decore tho so I d. His throat is totally sliced, this person is clearly dead.  It's very . graphic and I am uncomfortable knowing I'm looking at t dead body. His entire face is gone!!! Is he still alive, there's still tubes attached to him? I hope so but I really don't want to look at it because his life is going to miserable . Something's wrong with his eyes. I don't think it's tears, but he does look sad and have lonely eyes. Hopefully life picks up for him. It looks like this owman has been domestically abused. I can't imagine what that position would be like so I feel for her.I hope she gets help. He's in the hospital and clearly very skinny and underweight. Hopefully the doctors can stabalize him and get him back to a healthy weight.  I think. "
810,ZCR3018,Z,CR,3018,4,LOOK,LOOK,LOOK,,LookNeg,4.4,"This is a photo of a baby in the hospital connected to a bunch of tubes and wires. There's a parent's hand reaching out to her. This photo is sad but still sweet and safe. . This is a super disfigured photo of someone who has been very badly mutilated and hurt. It's extremely disturbing and distressing to look at. I don't like it. This is a photo of some very bloody and mutilated bodies. It's hard to look at because it is violence on a very large scale. I don't like it and it is unpleasant to look at. . This is a photo of someone who has been very injured. This skin is discolored. There's a gash in their side. It's very hard to look at and I feel very bi. This is a photo of a body covered in incisions and scars and stuff. Looks dead. Injured face. Not good. . This is a photo of a bloody and mutilated hand. It's dripping into a bowl or pot or something. It's pretty awful to look at. . This is a photo of a vagina with an incision over the uterus area. I'm a little confused, but not disturbe. Thi sis a photo of a man in a hospital bed holding on to a bar above the bed. He looks like he is in pain. It's h. This is a photo of a growth or disease or something on someone's breast. It's pretty gruesome and difficult to look at. I don't like it. . This is a photo of an injured child with bandages over their face. They look upset and there's an adult behind them taking care of them. This photo is sad. "
811,ZCS3019,Z,CS,3019,5,LOOK,LOOK,LOOK,,LookNeg,5.6,"Aww poor baby I don't know if she's gonna make it :( I hope so it looks like someone is here who really cares about her probably the mom I really hope they can be reunited.. More dead bodies PLEASE STOP!!! And this one is naked so she was probably sexually assaulted and murdered and tortured I can't even imagine please this poor b. Why I can't look at this image at all. Again with the naked people I don't know what happened but I don't want to think about how they died or why. Oh I really don't want to look at this picture. The dead bodies are so disturbing and this one is disfigured and discolored too it. Another dead body I don't want to look at...... This poor boy is really mutilated I'm so sad for his poor mom who has to learn what has happened to her babt. That hand is really mangled that looks increadibly painful. He needs to go to the hospital. I don't enjoy looking at this it's stressful. I don't want to see naked girls with scars in the area because I know that menas they're raped :( Also I ahve scars right there and it's very distressing to look at and know he. The expression on this man's face shows he's clearly in a lot of pain and is at the point of desperation. I feel a lot of empathy for him, I can't imagine what he's going through but I'm feeling. Ok these images are getting very heavy I don't want to look at these anymore. She's very injured or something I can't imagine the pain I h. Poor baby it looks like he had a burn or some kind of head wound. I hate seeing these kinds of things on kids becuase they don't deserve that or even know. "
812,ZCR3018,Z,CR,3018,5,LOOK,LOOK,LOOK,,LookNeg,3.6,"This is a photo of someone with a large gash across tehir face and head. It looks like their eye was damaged and it's pretty gruesome. Not a fan. Pretty difficult and upsetting to . This is a photo of a child who's been seriously injured all over their body. It's really difficult and disturbing to look at. Maybe they've been burn. This is a photo of two people sitting on opposite sides of the bed with their arms crossed, like they're fighting or ignoring each other. I feel pretty neutral about this photo - it looks like a stock. This is a really brutal photo of someone who's been seriously injured and probably dead but also their face looks scary and messed up because they look like they are screaming and their mouth and eyes are black. I don't l. This is a photo of a woman point her finger accusatorily at a man sitting at a table. He looks appre. This is a close up photo of someone with their throat slit. The gash looks really bad and they also have an injury on their chest. Not great to look at. . This is a really gruesome photo of someone whose face is totally flattened and messed up and it looks like there's an eyeball not where it's supposed to be. I don't like looking at this because it looks. This is a close up photo of someone's eyes, which look swollen and distorted with some sort of disease or injury. Their expression . This is a photo of a woman who's had some kind of injury to her eyes and face - maybe she's been beaten up. She looks solemn and defiant. It makes m. This is a photo of someone in a hospital bed hooked up to a breathing machine. They look extremely skinny - you can see their rib cage. This photo is pretty sad and a little d. "
813,XBT1020,X,BT,1020,5,CHANGE,LOOK,OBJ,,LookNeg,1.6666666666666667,"A mom and dad are arguing with one another. The mom is pointing at the dad, while his arms are open gesturing towards her. THe ittle boy has his ears co. This baby is crying. She is sitting in a yellow chair wearing a dog shirt. She might be crying because she needs h. This is a close=up of a person's hands holding a gun. The gun is pointed to the left diagonal, and the guy has really long fingernails. You can't really see the p. A man is holding a gun, and the man is wearing black clothes. I can't tell much else from this picture, besides the background is grey. The pistol i. A man is shooting a gun through the room, while another man is trying to stop him from doing it. The man who is stopping him seems to be bigger, but . An army man is holding a gun looking at an African chil, who is running away. The man is going to shoot the child, but he is hol. A man wearing a bandana over his face is pointing a gun to his left, while looking the opposite way. He is kneeling down on the floor. This man is Latino . A black man who is wearing a blue bandana is holding a gun pointed at the camera, while two other men next to him seem to be supporting him. One is wearing sunglasses. The other two are. This black man is holding up a gun. He is wearing a blue denim shirt. His face is bunched up like hes yelling at someone. The gun . A man is holding a gun pointed right at the camera. The man is white, wearing a goofy looking camper's hat while wearing camo. He is weraing a black glove,. "
814,ZCT3020,Z,CT,3020,5,LOOK,LOOK,LOOK,,LookNeg,3.6666666666666665,"close up of a head with a wide deep gash across the side, bright red, eyes closed,. close up of head bloody and burned , very unsettling. a younger couple in bed, looks like they just had argument and now not talking to each other, arms and legs crossed . horribly maimed female body, all kinds of burns and bruises and gashes; blackened in many places and blodd. young man and woman in their home, small argument, she's point a finger at him, and he doesn't seem to like being accused. close up of neck with huge gash in it and blood everywhere, dark red spilling out. body with head bloody and bashed hooked up to medical . close up of face with swollen watery eyes, a little reddis. woman with long curly hair staring at camera, one eye bruised/beaten maybe? very lopsided a. man hooked up to stuff in hospital bed, very thin, malnourished, can see ribs well d. "
815,YBT2020,Y,BT,2020,5,CHANGE,LOOK,FAR,,LookNeg,,"the couple is arguing with each other, with their child stuck in the middle. the baby can't help crying as he is being sent away from his paren. the man is pointing the gun at somewhere. the man is holding his gun towards somewhere. The attackers are shooting inside the room. the kid is running towards me, yet a man is shooting after him. the criminal is about to shoot someone with his face covered. the gangster are shooting towards me. the man is yelling and waving his gun at the same time. the man is pointing his gun towards me. "
816,XAQ1021,X,AQ,1021,4,LOOK,CHANGE,OBJ,,LookNeg,3.5555555555555554,"A small child crying/visibly upset. . A dead child in a grave. Disturbing. . A man pointing a gun at the camera. Does not look like a very realistic gun tho. not too disturbing, like a movie poster or something. . A man with a gun pressed to the side of his own head. He is wearing a collared shirt and is right-handed. His ha. A white man is holding a gun toward  a black man who is driving a car. The whi. A gang about to beat up someone's car.  . A man in a white shirt is covered in blood and being directed by men in military uniforms. . A man poses on a bed with various firearms. . A man shot on the floor, while a policewoman surveys the scene. . Two police officers are arresting a man while his wife and child. "
817,XAQ1021,X,AQ,1021,5,LOOK,CHANGE,OBJ,,LookNeg,3.2,"The inside of the chest cavity is on display. specifically the heart and lungs. . A woman is holding a man by his shirt and appears unhappy. He looks sad. He also has a dragon tatoo.. A woman is lecturing a boy who is sitting in a wardrobe. . A woman is yelling at a man who looks bored while a young girl holding a teddy bear watches. . A man in a suit is lifting up another man by his jacket collar. The man being lifted seems unhappy
. A woman or girls head that has been destroyed/partly rem. A woman is throwing something or letting something go from her hand and looking dis. A woman is guesturing that she is unhappy and another woman is sitting at a table looking frustrated . A woman holding the collar of a mans shirt and yelling at the man. The man appears surprised. . A woman looks like she is trying to explain something to a man using hand gestures, but he is unhappy or does not unders. "
818,YAQ2021,Y,AQ,2021,1,LOOK,CHANGE,FAR,,LookNeg,4.375,"There is a person laying fown on white sheets with a large gash on his head and he seems to be nonresponsice so. There is a baby that has been very badly injured and is hopefully receiving medical attention . ThERE is a couple that looks like they do not want to be together but they are wearing the same . There is a dead body that looks partially burned but her hair is still intact. There is a lady who looks to be scolding a man about something he did, or did not do that he should have done and he looks very unco. A man has a slash on his throat probably from a knife wound and he seems to be bleeding onto the nice white cloth. A man is getting facial surgery and it looks extremely bloody and I'm not sure if he w. A man's eyes are both very swollen possibly from an illness and he looks very upse. A woman has brusies on her face and it looks like she was punched in the eye and her eye is red as well she doesn't. There is a man who is seemingly on the brink of death and is getting oxygen in a dimly lit room in a hospita. "
819,ZCQ3021,Z,CQ,3021,1,LOOK,LOOK,LOOK,,LookNeg,5.6,"There is a young person with a really bad and bloody injury along the side of their head. They look to be unconscious and their eyes a. There is a child with a lot of blood on him. It is extremely gory but the child's eyes are still open.. There are two people sitting slightly far apart on a bed. They seem to be angry at each other and both have their arms folded and they aren't looking at each other. The co. There seems to be a dead woman it is an extremely gory scene. It looks so disturbing because her lips are black and the entire front part of her body looks unnatural . There is a woman who looks kind of angry at a man she's with. They are in a home and she is pointing a finger at her. There is a big plant behin. There's someone with a slash across his neck. It is extremely bloody but we can't see the face of the person, just the neck and it looks extremely . Someone 's face has been completely destroyed. They seem to be laying on something with wires attached to them, but it also. This person's eyes seem to be swollen and they look like they are in a lot of pain. . There is a woman who looks like she has two black eyes. One of her eyes also looks infected or hurt somehow. SHe is wearing red lipstick, pearls around her neck and . There seems to be someone in a hospital who looks very ill. Their ribs are visible in the photo and they are connected to some tubing that lo. "
820,XBR1022,X,BR,1022,1,CHANGE,LOOK,OBJ,,LookNeg,2.6666666666666665,"a man has his hands pointed at this woman who does not want to hear it. he looks annoying and she looks annoyed. theres a lot of blood coming out a someone's eye. its hard to look at the wound. someone with nice na. a person in blue has their hands open near an open bottle of colorful pills. someone has their face in their hands in the back. oof, this looks like a fight. this woman is screaming into a man's ear and he looks scared at the c. two people are sitting on the couch. the woman has her hand on her face while the guy is sitting back . a small child sits on the lap of a man while she is hooked up to a machine via IV. the man is looking down at her and . this lady is screaming in the back with her hands up while her man is looking moody at the front with his arms scrossed. . it looks like someone is getting a shot or getting interrogated. one woman looks uncomfortable but the other one . people are moving fast with someone on a strecher. it looks like an emergency. . it looks like a couple who just got out of a fight or some other traumatic expereince. they look roughed up but oka. "
821,ZCQ3021,Z,CQ,3021,2,LOOK,LOOK,LOOK,,LookNeg,6.0,"There is a very small baby in what looks like a surgical bed. There are a lot of wires and tubes hooked up to the baby and an adult hand sticking into the surgical area.. There is an extremely graphic image of a human body that has been destroyed in many ways. There are organs popping out of the center of  the victim. There are a lot of dead bodies that seem to have been impacted by something extreme like a bomb or other disaster. They are piled on top of each other, with a lot of blood and limbs missing. It is very graphic . The picture is fairly unclear but I can make out a hand, an arm and what looks to be a body. The body looks burned or seriously injured in some other way. There is som. It looks like there is a victim's dead body being shown. The body has multiple bad injuries all along his chest, face and limbs. The picture is extremely gory and the body seems t. There's someone hand and it's missing fingers and there is a lot of blood. It is a very gory image  and all the blood is sitting in a bucket or bowl of some sort. It'. A woman's vagina is being shown. There are stitches right around her pelvis and she i. A man is grabbing onto a bar of some sort. It's strange though because he looks like he's in a hospital. He looks like he is ina lot of pain there is a bandage on his chest and a tube . A woman's breast seems to have some kind of tumor or other biological disease. The image is extremely graphic and the woman's face is not shown. . A child's head is covered in bandages. The child has a bloody lip, face and nose and only one eye is visible. There are a pair of hands reaching around the child's face but the intentions of the hands are unclear since only the chil. "
822,YAQ2021,Y,AQ,2021,2,LOOK,CHANGE,FAR,,LookNeg,4.6,"There is a baby that is an incubator i think, the baby looks like it is in there becuase it was born prematurely . There is a body lying on a yellow surface that has been extremely mutilated and is likely a corpse at this p. There a collection of bodies strewn across the ground who look to be dead after something terrible has just ha. There is a rotting perhaps bod on a teal sheet and the body has been damaged severly with a. There seems to be a man who is dead and his body has lacerations that were sewn up but what is really troubking is the sate o. There is a very bloody and mutilated hand hovering over a bowl and it looks like the fingers hav. There is a woman lying on a bed who is naked from the waist down but she has what seems to be a scar abover h. There is a man who is in a hospital bed and is holding onto a metal bar above him and he has a. There is a woman who has something wrong with her breast and she is probably getting me. There is a child who looks badly injured in the face area and has bandages wrapped arounf their head from some kind of inju. "
823,XBR1022,X,BR,1022,2,CHANGE,LOOK,OBJ,,LookNeg,4.4,"a man is being pushed into a car by a policeofficer by his head. there are . a child is screaming. theres a police officer pointing at what looks like her dad. the girl looks s. a man with a ducktaped mouth and neck and prison garb is attempting to yell at a man in a suit. guard. people are chained up by their wrists and appear to be unconscious. i don't like looking at this. people are all hudled up in a ditch. they seem cold and theres a gun pointed downwards so maybe theyre in prison. oh geez, theres a guy being burned alive by another person. this is disturbing to see. car accident that looks like it might not have survivors. there are alot of firefighters outside the car which is srapped arounda. its a really bad car crash. the car is flipped and it seems like the people inside were badly injured. firefi. this is gruesome. it looks like a person got burnt in a house fire and is being carried out by firemen. she's . it looks a like a flood. a couple and their small daughter are wading through high waters. flooding is so scary. "
824,ZCQ3021,Z,CQ,3021,3,LOOK,LOOK,LOOK,,LookNeg,6.2,"The head of someone who has been hurt very badly is shown. There is a lot of blood coming out the person's nose and forehead area. The  eyes are bruised and closed. It is very graphic and gory . There is a very graphic and deformed figure. It is really difficult to make out what it is but a general face is seen with eyes, a nose and teeth. . It looks like a man's face has been shot or burned. He is laying in a bed and there is a lot of blood surrounding him on his pillow and on the wall. his pillow is blue striped. A man looks like he has been burned very badly. There is a lot of blood and he is laying on a bed. . There is a man who's face looks badly injured, maybe burned. Only the side of his face is shown but his skin looks very hurt. . There is a very bloody body, it looks so graphic that it makes me wonder if it is fake. If it is not fake this person has gone through a serious injury an. There is a person's face shown that had been very badly hurt. The nose is essentially missing and so is one of the eyes. The mouth is extremely deformed and the image is very disturbing. . There is a woman who looks badly injured, espeically in the eye and face area. She looks upset and is holding what looks like a cigarete. She i. A child's face is shown. The entire side of his cheek and mouth is opened and his bones are visible. It is very graphic and . A child is getting his teeth cleaned or checked out. He looks uncomfortable because there is a woman reaching into his mouth with some kind of tool or de. "
825,YAQ2021,Y,AQ,2021,3,LOOK,CHANGE,FAR,,LookNeg,5.555555555555555,"There is a woman who looks unconcious and has blood coming out of her nose and also has blood com. there is a baby who has blood on its face and it is probably . there is a man who has his face partially blown off and he is laying on the bed and there is . There is a man who is badly injured and has dried blood on his face and is laying d. There is a man with horrible scarring on his face he looks like he was badly burned or something in an ac. There is a person who looks dead and has an open wound on its chest and its body is covered in blood unfortu. There is a mans face that is badly disfugured. hIS eyes are messed up and his mouth and also me. There is a woman who had cuts on her face and a red swearer on with bandages on her fingers, she . There is a sad child that has an open gash on its face and there is somone who is holding the kids head and t. There is a kid who is getting attention from a dentist and he looks to be uncomfortable honestly and the doctor doesn't really care abo. "
826,XBR1022,X,BR,1022,3,CHANGE,LOOK,OBJ,,LookNeg,4.8,"a hand that is balled into a loose fist appears to be missing a body to be connected to. it is bloody . a man with blood on his face, shirt, and tie appears to be yelling. I hope he gets some help. a dark shadowy person is moving a dagger quickly downwards because the shot is blurry. maybe they're gonna stab . a woman with smudged mascara is smoking a cigarette and looks scared. she should ash the cig and . a woman looks like shes being tackeled into a van by a man. it looks like one of those . a man in a red shirt has a soft smile as he chokes a girl. she looks hella distressed . okay. a man is standing behind another person and has a knife at their throat. i think it. ugh, a man just slapped a woman. the shot is blurry because it seems like it just happened. . oh i dont like this. it looks like a human head but it is digital? its eye like things are staring at the. oh man. this tiger is getting its throat slit and they're collecting its blood. i hope they dont drink it . "
827,ZCQ3021,Z,CQ,3021,4,LOOK,LOOK,LOOK,,LookNeg,4.7,"There is a child crying and two men standing behind the child. Neither of the men can be seen but they are both wearing black. . It looks like there is a baby either being buried or unburied. Only the head is seen and the face is extremely pale. There is a hand reaching into the ground . The tip of a gun is facing the camera and the gun and the shooters hand are focused. The man holding the gun looks young and has a neutral, almost scared, facial expression. There are no other details int . There's a man pointing a gun at his head. We can't see his face  but it looks like he is about to shoot himself. The rest of the image including the background is blurry and there a. There is a man sitting in a car and another man shouting at him and pointing a gun at him. The man holding the gun is wearing a black hat, black sunglasses and a black shirt. The man sitting in the car is wearing a denim jacket and . There are a bunch of men outside a car. There are four, one is holding a gun and one is holding a baseball bat. They seem to be attacking or breaking into the car it is unclear because they are all surrounding it and we can't see what's in it. . The scene is unclear but it looks like there are some people from the military pointing at a man who's been injured in the leg.One of the military pe. There is a man sitting on a bed next to many large firearms. The man's face is blurry but there are lots of patterns in the background including on the bed, the walls and in the furniture. The man is wearing a black . Theres a man shot on the ground in a house and a cop at the scene. The man was shot on the side of his chest and the place he hwas shot in looks fairly worn down. Th. There are two police man attacking a man and a woman and child in the background. The man being attacked is kind of hard to make out and neither of the polices' faces are shown, but we can see the woman and the chil. "
828,YAQ2021,Y,AQ,2021,4,LOOK,CHANGE,FAR,,LookNeg,4.9,"There is a boy that is crying and there is a man behind him who looks like he is maybe attempting to . there is a baby or toddler that looks like it is buried in the ground and there is another hand that l. There is a man who has a gun pointed directly at the camera and there is a light shining in his eyes . There was a man who had a gun pointed at his head by himself. T. There is a white man who is pointing a gun at a black man in a h. There a group of men who seem to be holding someone up in a car. Two of the men have . There are military men who are dressed in green camo. One of the military man has his hand on a random guys sholder and . There is a man who has one of those things at shoe stores over his head and he has a bunch of guns spraw. There was a man sprawled on the floor of a room and a police officer was standing above him in the room. . There are to police officers. One officer is restraining a man, the other officer is. "
829,YAQ2021,Y,AQ,2021,5,LOOK,CHANGE,FAR,,LookNeg,4.2,There is an opening in somones body and their organs are very visible and things are very bloody a. There is a woman who is looking very intensely at a man and holding on to his shirt as he looks away from her and . There is a barefoot mother who is scolding a child while he sits in a closet and stares  up at her. She. There is a family that is arguing in the kitchen. The mother is yelling while the daad has j. There is a man who is looking very seriously at another man as he grabs him his jacket collar and the other man  . There is a girl whos face and head are partially gone and she has a pink dr. There is woman who seems to be throwing rose petals into the air as she looks at another person. She has lea. There is a mother and daughter pair. And the mother is nagging the daughter about something and the daugh. There is a woman who is screaming in the face of a very afraid looking man and grabbing his collar. The woman has a white button up. There was a woman who was trying to explain something to the dense looking man in front of her who . 
